hypothesis,evidences,label
"Patients in NCT01828021 and NCT01326481 did not have any of the same adverse events, except Supraventricular extrasystoles which was the most common event in both trials.","[""Adverse Events 1:"", ""  Total: 6/25 (24.00%)"", ""  Supraventricular extrasystoles 1/25 (4.00%)"", ""  Ventricular extrasystoles 1/25 (4.00%)"", ""  Ascites 2/25 (8.00%)"", ""  Diarrhea 1/25 (4.00%)"", ""  Nausea 1/25 (4.00%)"", ""  Pancreatitis 1/25 (4.00%)"", ""  Small intestinal obstruction 1/25 (4.00%)"", ""  Vomiting 1/25 (4.00%)"", ""  Bile duct obstruction 1/25 (4.00%)"", ""  Portal hypertension 1/25 (4.00%)""]",Contradiction
Patients with a palpable breast lesions and axillary lymph nodes are eligible for NCT00072293.,"[""  Palpable or nonpalpable breast lesion"", ""  No palpable axillary lymph node(s)""]",Contradiction
Nobody in cohort 1 of NCT00130533 suffered from Hyperbilirrubinemia.,"[""Adverse Events 1:"", ""  Hyperbilirrubinemia  [1]1/436 (0.23%)""]",Contradiction
Only one adverse event is observed in patients from cohort 1 of NCT00759785.,"[""Adverse Events 1:"", ""  Total: 1/25 (4.00%)"", ""  Diarrhoea 0/25 (0.00%)"", ""  Breast abscess 0/25 (0.00%)"", ""  Breast cellulitis 0/25 (0.00%)"", ""  Syncope 1/25 (4.00%)""]",Entailment
"In NCT00410813, Dasatinib, 70 mg, Twice Daily results in a better median PFS than Dasatinib, 100 mg, Daily.","[""Outcome Measurement: "", ""  Progression-free Survival"", ""  RECIST progression defined as 20% increase in the sum of longest diameters of target measurable lesions over the smallest sum observed, unequivocal progression of non-measurable disease, the appearance of any new lesion/site, death due to disease without prior documentation of progression and without symptomatic deterioration, development of one or more new bone lesions from baseline, or symptomatic deterioration related to disease progression. Time from date of registration to date of first documentation of progression or symptomatic deterioration, or death due to any cause. Patients last known to be alive and progression-free are censored at last date of contact."", ""  Time frame: Up to 2 years"", ""Results 1: "", ""  Arm/Group Title: Dasatinib, 100 mg, Daily"", ""  Arm/Group Description: Dasatinib, 100 mg PO daily until progression of disease"", ""  Overall Number of Participants Analyzed: 41"", ""  Median (95% Confidence Interval)"", ""  Unit of Measure: weeks  10.3        (8.4 to 16.7)"", ""Results 2: "", ""  Arm/Group Title: Dasatinib, 70 mg, Twice Daily"", ""  Arm/Group Description: Dasatinib, 70 mg PO twice daily until progression of disease"", ""  Overall Number of Participants Analyzed: 38"", ""  Median (95% Confidence Interval)"", ""  Unit of Measure: weeks  15.3        (8.7 to 20.1)""]",Entailment
No more than 1% of either cohorts of NCT00274469 felt nauseous.,"[""Adverse Events 1:"", ""  NAUSEA 1/101 (0.99%)"", ""Adverse Events 2:"", ""  NAUSEA 0/103 (0.00%)""]",Entailment
"The Cohort of NCT00303108 which received D+C and Taxane Naïve, produced marginally better results than the other cohort.","[""Outcome Measurement: "", ""  Objective Response Rate (ORR)"", ""  Per Response Evaluation Criteria In Solid Tumors Criteria (RECIST v1.0) for target lesions and assessed by MRI: Complete Response (CR), Disappearance of all target lesions; Partial Response (PR), >=30% decrease in the sum of the longest diameter of target lesions; Objective response (OR) = CR + PR."", ""  Time frame: From date of randomization until the date of first documented progression or date of intolerable toxicity, whichever came first, assessed up to 54 months."", ""Results 1: "", ""  Arm/Group Title: D+C and Taxane Naive"", ""  Arm/Group Description: Doxil, Carboplatin and Taxane naive"", ""  Overall Number of Participants Analyzed: 39"", ""  Measure Type: Number"", ""  Unit of Measure: percentage of participants  30.8        (17.0 to 47.6)"", ""Results 2: "", ""  Arm/Group Title: D+C and Taxane Pretreated"", ""  Arm/Group Description: Doxil, Carboplatin and Taxane pretreated"", ""  Overall Number of Participants Analyzed: 42"", ""  Measure Type: Number"", ""  Unit of Measure: percentage of participants  31.0        (17.6 to 47.1)""]",Contradiction
"There were more patients with hypotension in cohort 1 of NCT01332630, than in cohort 1 of NCT00121134.","[""Adverse Events 1:"", ""  Total: 6/21 (28.57%)"", ""  Hypertension 3/21 (14.29%)"", ""  Edema 3/21 (14.29%)"", ""  Nausea 2/21 (9.52%)"", ""  Fracture 1/21 (4.76%)"", ""  Dizziness 3/21 (14.29%)"", ""  Syncope 2/21 (9.52%)"", ""  Headache 2/21 (9.52%)"", ""  Dyspnea 2/21 (9.52%)"", ""  Hypoxia 3/21 (14.29%)""]",Contradiction
There were no cases of Leukopenia or Arrhythmia observed in patients participating in NCT00403130.,"[""Adverse Events 1:"", ""  Total: 18/26 (69.23%)"", ""  Thrombocytopenia * 4/26 (15.38%)"", ""  Neutropenia * 3/26 (11.54%)"", ""  Epitasis * 1/26 (3.85%)"", ""  Peripheral arterial ischemia * 1/26 (3.85%)"", ""  Thrombosis *  [1]1/26 (3.85%)"", ""  Weakness * 1/26 (3.85%)"", ""  Pain *  [2]2/26 (7.69%)"", ""  Febrile neutropenia * 1/26 (3.85%)"", ""  Aspartate Aminotransferase *  [3]1/26 (3.85%)"", ""  Syncope * 1/26 (3.85%)""]",Entailment
Patients with both type 1 and 2 Diabetes are not suitable for NCT00723398.,"[""Exclusion Criteria:"", ""  Diabetes mellitus""]",Entailment
"All 4 of the CHF cases in NCT00777049, were in cohort 1.","[""Adverse Events 1:"", ""  Cardiac failure congestive 1/32 (3.13%)"", ""Adverse Events 2:"", ""  Cardiac failure congestive 0/20 (0.00%)""]",Contradiction
"In NCT00190671 cohort 2 had more patients with Leukopenia than cohort 1, whereas in NCT00455533 cohort 1 had more than cohort 2. Cohort 1 of NCT00190671 had the highest proportion of patients with leukopenia.","[""Adverse Events 1:"", ""  Leukopenia 0/42 (0.00%)"", ""Adverse Events 2:"", ""  Leukopenia 2/61 (3.28%)""]",Contradiction
NCT01166763 recorded 4 life-threatening adverse events.,"[""Adverse Events 1:"", ""  Total: 3/30 (10.00%)"", ""  Cholecystitis *  [1]1/30 (3.33%)"", ""  Increase in diarrhea *  [2]1/30 (3.33%)"", ""  Flank pain *  [3]1/30 (3.33%)""]",Contradiction
One of the cohorts in NCT00003782 had more than 5% of patients experiencing side effects.,"[""Adverse Events 1:"", ""  Total: 66/1748 (3.78%)"", ""Adverse Events 2:"", ""  Total: 43/1748 (2.46%)""]",Contradiction
There were 10x more patients with Left ventricular systolic dysfunction in NCT01026142 than in NCT00846027.,"[""Adverse Events 1:"", ""  Left Ventricular Dysfunction 4/218 (1.83%)"", ""Adverse Events 2:"", ""  Left Ventricular Dysfunction 13/228 (5.70%)""]",Entailment
"A higher number of cohort 2 participants from NCT00828074 experienced fever, compared to cohort 1.","[""Adverse Events 1:"", ""  Fever * 2/41 (4.88%)"", ""Adverse Events 2:"", ""  Fever * 0/5 (0.00%)""]",Contradiction
"NCT01961544 reported a combined total of 3 cases of Ascites, Asthenia and Gastritis in cohort 1.","[""Adverse Events 1:"", ""  Ascites * 1/101 (0.99%)"", ""  Gastritis * 1/101 (0.99%)"", ""  Asthenia * 1/101 (0.99%)""]",Entailment
"1 patient in NCT01201265 was affected by Sepsis, and several were affected in NCT00932373.","[""Adverse Events 1:"", ""  Total: 17/40 (42.50%)"", ""  Anaemia 2/40 (5.00%)"", ""  Febrile Neutropenia 3/40 (7.50%)"", ""  Neutropenia 2/40 (5.00%)"", ""  Thrombocytopenia 5/40 (12.50%)"", ""  Pericardial Effusion 1/40 (2.50%)"", ""  Abdominal Pain Lower 1/40 (2.50%)"", ""  Disease Progression 6/40 (15.00%)"", ""  Fatigue 1/40 (2.50%)"", ""  Pyrexia 3/40 (7.50%)"", ""  Septic Shock 1/40 (2.50%)"", ""  Streptococcal Infection 1/40 (2.50%)""]",Contradiction
NCT00171314 recorded more total occurences of gastrointestinal adverse events than NCT02896855.,"[""Adverse Events 1:"", ""  Total: 23/120 (19.17%)"", ""  Febrile neutropenia 4/120 (3.33%)"", ""  Leukopenia 2/120 (1.67%)"", ""  Neutropenia 8/120 (6.67%)"", ""  Cardiac tamponade 0/120 (0.00%)"", ""  Ventricular arrhythmia 1/120 (0.83%)"", ""  Ascites 0/120 (0.00%)"", ""  Oesophagitis 0/120 (0.00%)"", ""  Large intestine polyp 0/120 (0.00%)"", ""  Death 1/120 (0.83%)"", ""  Liver injury 1/120 (0.83%)"", ""  Pneumonia 3/120 (2.50%)"", ""Adverse Events 2:"", ""  Total: 30/122 (24.59%)"", ""  Febrile neutropenia 3/122 (2.46%)"", ""  Leukopenia 3/122 (2.46%)"", ""  Neutropenia 9/122 (7.38%)"", ""  Cardiac tamponade 2/122 (1.64%)"", ""  Ventricular arrhythmia 0/122 (0.00%)"", ""  Ascites 1/122 (0.82%)"", ""  Oesophagitis 1/122 (0.82%)"", ""  Large intestine polyp 0/122 (0.00%)"", ""  Death 1/122 (0.82%)"", ""  Liver injury 0/122 (0.00%)"", ""  Pneumonia 5/122 (4.10%)""]",Contradiction
NCT03283553 has two cohorts.,"[""INTERVENTION 1: "", ""  Multicomponent Intervention"", ""  1.) A one-page paper-pencil agenda setting checklist completed immediately before a regularly scheduled medical oncology visit to elicit and align patient and companion perspectives regarding issues to discuss with the provider, and to stimulate discussion about the role of the companion in the visit, 2.) facilitated registration for the patient portal (for patient and family member, as desired by the patient), and 3.) education (as relevant) on access to doctor's electronic visit notes."", ""INTERVENTION 2: "", ""  Usual Care"", ""  Care as usual with the medical oncologist.""]",Entailment
"More patients in cohort 1 of NCT01276041 suffered from oedema in their limbs, compared to patients in cohort 2 of NCT00796978.","[""Adverse Events 1:"", ""  Total: 8/56 (14.29%)"", ""  Platelets * 1/56 (1.79%)"", ""  Heart failure * 1/56 (1.79%)"", ""  Left ventricular systolic dysfunction * 1/56 (1.79%)"", ""  Dehydration * 1/56 (1.79%)"", ""  Diarrhea * 1/56 (1.79%)"", ""  Infection with normal ANC or Grade 1 or 2 neutrophils - Bladder (urinary) * 1/56 (1.79%)"", ""  Sodium, serum-low (hyponatremia) * 1/56 (1.79%)"", ""  Fracture * 2/56 (3.57%)""]",Contradiction
"Patients with a positive FISH result are eligible for NCT00392392, but not for NCT00971737.","[""DISEASE CHARACTERISTICS:"", ""  Histologically confirmed adenocarcinoma of the breast"", ""  Does not overexpress HER-2/neu, defined as FISH negative or 0, 1+, or 2+ by IHC"", ""  Stage IV disease""]",Entailment
"The Median time from randomization to death due to any cause, was a month longer for patients in cohort 1 of NCT02555657, compared to those in cohort 2.","[""Outcome Measurement: "", ""  Overall Survival in Participants With Programmed Cell Death Ligand 1 (PD-L1) With Combined Positive Score (CPS) 10"", ""  Overall survival (OS) was defined as the time from randomization to death due to any cause."", ""  Time frame: Up to approximately 36 months (through Final Analysis database cutoff date of 11-April-2019)"", ""Results 1: "", ""  Arm/Group Title: Pembrolizumab"", ""  Arm/Group Description: Participants received pembrolizumab 200 mg IV every Q3W for up to 35 administrations (up to ~2 years)."", ""  Overall Number of Participants Analyzed: 96"", ""  Median (95% Confidence Interval)"", ""  Unit of Measure: Months  12.7        (9.9 to 16.3)"", ""Results 2: "", ""  Arm/Group Title: Chemotherapy"", ""  Arm/Group Description: Participants received capecitabine, eribulin, gemcitabine, or vinorelbine as single agent chemotherapy chosen by the treating physician (Treatment of Physician's Choice, TPC) in accordance with local regulations and guidelines."", ""  Overall Number of Participants Analyzed: 98"", ""  Median (95% Confidence Interval)"", ""  Unit of Measure: Months  11.6        (8.3 to 13.7)""]",Contradiction
"Patients whose breast tumour is 0.1 cm across or less are eligible for NCT02748213, but not NCT00290732.","[""  T1-3, any N disease"", ""  No inflammatory breast cancer or other T4 features""]",Contradiction
There is the same number of cases of Diplopia in NCT02049957 as anemia in NCT01506609.,"[""Adverse Events 1:"", ""  Total: 1/6 (16.67%)"", ""  Angina pectoris 0/6 (0.00%)"", ""  Pericardial effusion 0/6 (0.00%)"", ""  Diplopia 0/6 (0.00%)"", ""  Abdominal pain 0/6 (0.00%)"", ""  Colitis 0/6 (0.00%)"", ""  Gastritis 0/6 (0.00%)"", ""  Nausea 0/6 (0.00%)"", ""  Vomiting 0/6 (0.00%)"", ""  Fatigue 0/6 (0.00%)"", ""  General physical health deterioration 0/6 (0.00%)"", ""  Generalised oedema 0/6 (0.00%)"", ""  Hepatic failure  [1]0/6 (0.00%)"", ""Adverse Events 2:"", ""  Total: 2/6 (33.33%)"", ""  Angina pectoris 0/6 (0.00%)"", ""  Pericardial effusion 0/6 (0.00%)"", ""  Diplopia 0/6 (0.00%)"", ""  Abdominal pain 0/6 (0.00%)"", ""  Colitis 0/6 (0.00%)"", ""  Gastritis 0/6 (0.00%)"", ""  Nausea 0/6 (0.00%)"", ""  Vomiting 0/6 (0.00%)"", ""  Fatigue 0/6 (0.00%)"", ""  General physical health deterioration 0/6 (0.00%)"", ""  Generalised oedema 0/6 (0.00%)"", ""  Hepatic failure  [1]0/6 (0.00%)""]",Entailment
A total of 89 patients in NCT02340221 had Supraventricular tachycardia.,"[""Adverse Events 1:"", ""  Total: 19/213 (8.92%)"", ""  Pancytopenia 0/213 (0.00%)"", ""  Anaemia 1/213 (0.47%)"", ""  Atrial fibrillation 0/213 (0.00%)"", ""  Cardiac failure congestive 0/213 (0.00%)"", ""  Myocardial infarction 0/213 (0.00%)"", ""  Supraventricular tachycardia 0/213 (0.00%)"", ""  Diarrhoea 0/213 (0.00%)"", ""  Colitis 0/213 (0.00%)"", ""  Vomiting 1/213 (0.47%)"", ""  Nausea 1/213 (0.47%)"", ""  Enterocolitis 0/213 (0.00%)"", ""Adverse Events 2:"", ""  Total: 133/416 (31.97%)"", ""  Pancytopenia 1/416 (0.24%)"", ""  Anaemia 0/416 (0.00%)"", ""  Atrial fibrillation 2/416 (0.48%)"", ""  Cardiac failure congestive 1/416 (0.24%)"", ""  Myocardial infarction 1/416 (0.24%)"", ""  Supraventricular tachycardia 1/416 (0.24%)"", ""  Diarrhoea 32/416 (7.69%)"", ""  Colitis 14/416 (3.37%)"", ""  Vomiting 4/416 (0.96%)"", ""  Nausea 3/416 (0.72%)"", ""  Enterocolitis 2/416 (0.48%)""]",Contradiction
A patient with a Histologically confirmed breast cancer would be accepted for NCT00209092 and NCT00631852.,"[""Inclusion Criteria:"", ""  Histologically or cytologically confirmed breast carcinoma.""]",Contradiction
Candidates for NCT02694029 are expected to be capable of holding their breath underwater for 30 seconds.,"[""Inclusion Criteria:"", ""  Women with diagnosis of breast malignancy"", ""  Women whom requires left chest wall post-mastectomy radiation with or without bolus"", ""  Age  18 years."", ""  Performance status ECOG </=3"", ""  Women of child-bearing potential must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, for the duration of study participation, and for 90 days following completion of therapy. Should a woman become pregnant or suspect she is pregnant while participating in this study, she should inform her treating physician immediately Ability to understand and the willingness to sign a written informed consent."", ""  Patient must be able to maintain a 30 second breath hold."", ""  Conventional chest wall radiation delivery dose of 50.4 Gy/ 28 fractions with or without a boost (boost will not be evaluated for endpoints)"", ""Exclusion Criteria:"", ""  Uncontrolled intercurrent illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia, or psychiatric illness/social situations that would limit compliance with study requirements."", ""  Subjects must not be pregnant or nursing due to the potential for congenital abnormalities and the potential of this regimen to harm nursing infants.""]",Contradiction
